date,new_cases,new_deaths,stringency_index,government_response_index,containment_health_index,economic_support_index,reproduction_rate,icu_patients,hosp_patients,total_tests,new_tests,positive_rate,tests_per_case
2022/3/17,53166,1503,58.8,57.81,66.07,0,0.83,3297,17395,840030501,1088462,0.021,47.6
2022/3/18,31347,800,58.8,57.81,66.07,0,0.82,3130,16542,841027037,996536,0.021,47.6
2022/3/19,10882,270,58.8,57.81,66.07,0,0.84,3041,15662,841629196,602159,0.021,47.6
2022/3/20,11443,82,58.8,57.81,66.07,0,0.87,2938,15344,841977083,347887,0.021,47.6
2022/3/21,42277,1528,58.8,57.81,66.07,0,0.9,2870,15073,842744661,767578,0.022,45.5
2022/3/22,24568,557,58.8,57.81,66.07,0,0.91,2739,14555,843875321,1130660,0.022,45.5
2022/3/23,40689,1628,58.8,57.81,66.07,0,0.93,2594,14175,844967417,1092096,0.023,43.5
2022/3/24,42990,856,58.8,57.81,66.07,0,0.93,2500,13626,845940324,972907,0.023,43.5
2022/3/25,46424,614,58.8,57.81,66.07,0,0.93,2315,13103,846895878,955554,0.023,43.5
2022/3/26,9414,144,58.8,57.81,66.07,0,0.93,2215,12577,847514421,618543,0.023,43.5
2022/3/27,11761,56,58.8,57.81,66.07,0,0.94,2171,12206,847844720,330299,0.024,41.7
2022/3/28,38912,1059,58.8,57.81,66.07,0,0.95,2135,12097,848547126,702406,0.024,41.7
2022/3/29,24063,978,58.8,57.81,66.07,0,0.95,2092,11812,849586988,1039862,0.025,40
2022/3/30,39031,1168,58.8,57.81,66.07,0,0.96,2027,11548,850625025,1038037,0.025,40
2022/3/31,45461,516,58.8,57.81,66.07,0,0.96,1950,11297,851558581,933556,0.026,38.5
2022/4/1,32035,825,58.8,57.81,66.07,0,0.94,1862,10902,852453295,894714,0.027,37
